1354830004,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830026,16,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830043,24,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830067,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830087,18,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830106,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830127,22,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830150,23,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830174,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830196,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830216,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830237,17,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830254,27,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830282,22,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830304,19,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830323,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830345,17,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830362,22,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830384,24,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830408,24,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830433,22,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830456,23,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830479,15,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830494,27,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830521,18,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830540,23,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830563,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830584,22,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830606,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830626,18,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830645,24,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830669,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830690,20,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830710,25,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830736,21,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
1354830757,18,2000,0.500234,0.000000,0,0,0,0,0,0,0,0
