0,1354828790,1281,0.422792,0.250000,0,2,6,704,320,15,6,3
1354828790,9,1280,0.444325,0.250000,0,4,6,704,320,15,6,3
1354828799,8,1280,0.462762,0.250000,0,0,6,704,320,15,6,3
1354828808,10,1760,0.504952,0.250000,1,2,0,968,440,15,6,3
1354828818,9,1363,0.456096,0.250000,1,0,6,749,340,15,6,3
1354828828,9,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354828837,10,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354828847,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354828859,6,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354828866,12,1760,0.521089,0.250000,1,0,0,968,440,15,6,3
1354828879,6,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354828886,11,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354828898,10,1413,0.522175,0.250000,2,2,6,777,353,15,6,3
1354828908,10,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354828918,10,1440,0.472683,0.250000,0,0,3,792,360,15,6,3
1354828929,11,1760,0.536771,0.250000,1,0,0,968,440,15,6,3
1354828941,10,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354828951,6,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354828958,12,1440,0.496433,0.250000,1,0,6,792,360,15,6,3
1354828970,8,1760,0.522566,0.250000,1,0,0,968,440,15,6,3
1354828979,12,1760,0.515748,0.250000,1,6,0,968,440,15,6,3
1354828992,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829004,10,1600,0.564429,0.250000,1,0,6,880,400,15,6,3
1354829014,12,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829027,9,1280,0.447919,0.250000,0,6,6,704,320,15,6,3
1354829036,12,1742,0.532558,0.250000,2,2,3,958,435,15,6,3
1354829049,10,1760,0.517055,0.250000,1,0,0,968,440,15,6,3
1354829059,7,1440,0.528862,0.250000,0,2,3,792,360,15,6,3
1354829067,12,1647,0.513545,0.250000,1,0,0,905,411,15,6,3
1354829079,12,1604,0.500926,0.250000,1,6,0,882,401,15,6,3
1354829092,12,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354829104,17,2080,0.551859,0.250000,2,0,0,1144,520,15,6,3
1354829122,11,1440,0.440877,0.250000,2,0,6,792,360,15,6,3
1354829133,12,1440,0.476016,0.250000,0,2,3,792,360,15,6,3
1354829145,12,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829157,14,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354829172,11,1440,0.461989,0.250000,0,0,3,792,360,15,6,3
1354829183,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829195,9,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829205,7,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829212,14,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829227,12,1440,0.460461,0.250000,0,0,3,792,360,15,6,3
1354829239,11,1440,0.458864,0.250000,0,0,3,792,360,15,6,3
1354829251,13,1600,0.476056,0.250000,1,4,3,880,400,15,6,3
1354829265,11,1280,0.467606,0.250000,0,0,6,704,320,15,6,3
1354829276,14,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829291,10,1354,0.502067,0.250000,1,2,6,744,338,15,6,3
1354829302,15,1600,0.445121,0.250000,1,2,3,880,400,15,6,3
1354829318,12,1440,0.466433,0.250000,0,2,3,792,360,15,6,3
1354829330,7,1760,0.516316,0.250000,2,0,3,968,440,15,6,3
1354829338,12,1632,0.509299,0.250000,1,2,0,897,408,15,6,3
1354829350,16,1920,0.558720,0.250000,1,0,0,1056,480,15,6,3
1354829367,7,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829374,15,1760,0.532339,0.250000,1,2,0,968,440,15,6,3
1354829390,12,1760,0.503930,0.250000,1,2,3,968,440,15,6,3
1354829403,14,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354829417,16,1760,0.534782,0.250000,1,0,0,968,440,15,6,3
1354829434,9,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829443,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829455,16,1760,0.478193,0.250000,1,0,0,968,440,15,6,3
1354829471,10,1516,0.514453,0.250000,2,0,3,833,379,15,6,3
1354829482,11,1686,0.523840,0.250000,1,0,0,927,421,15,6,3
1354829493,13,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829507,16,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829524,17,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829541,12,1531,0.521744,0.250000,0,0,3,842,382,15,6,3
1354829554,6,1440,0.493933,0.250000,0,2,3,792,360,15,6,3
1354829560,13,1485,0.536119,0.250000,0,0,3,816,371,15,6,3
1354829574,9,1600,0.498244,0.250000,1,0,3,880,400,15,6,3
1354829583,15,1760,0.516146,0.250000,2,2,6,968,440,15,6,3
1354829599,13,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354829612,16,1760,0.533362,0.250000,1,2,0,968,440,15,6,3
1354829628,13,1600,0.500681,0.250000,1,0,3,880,400,15,6,3
1354829642,12,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829654,13,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829667,13,1760,0.529725,0.250000,1,2,0,968,440,15,6,3
1354829681,17,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829698,16,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354829715,19,1799,0.535391,0.250000,1,6,0,989,449,15,6,3
1354829734,16,1600,0.474994,0.250000,1,4,3,880,400,15,6,3
1354829751,16,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354829767,8,1440,0.496988,0.250000,0,0,3,792,360,15,6,3
1354829775,16,1760,0.525634,0.250000,0,4,0,968,440,15,6,3
1354829792,13,1583,0.520139,0.250000,1,4,3,870,395,15,6,3
1354829806,14,1280,0.444091,0.250000,0,2,6,704,320,15,6,3
1354829821,7,1280,0.451511,0.250000,0,2,3,704,320,15,6,3
1354829828,11,1280,0.402919,0.250000,0,2,6,704,320,15,6,3
1354829840,9,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829849,17,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829867,9,1440,0.509417,0.250000,0,0,3,792,360,15,6,3
1354829876,16,1803,0.551825,0.250000,2,0,0,991,450,15,6,3
1354829893,16,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354829910,10,1653,0.515198,0.250000,1,2,0,909,413,15,6,3
1354829920,15,1600,0.487306,0.250000,1,0,3,880,400,15,6,3
1354829935,18,1855,0.566263,0.250000,3,0,3,1020,463,15,6,3
1354829954,21,1747,0.561341,0.250000,2,6,3,960,436,15,6,3
1354829975,15,1440,0.474141,0.250000,0,0,3,792,360,15,6,3
1354829990,10,1143,0.511885,0.250000,1,0,9,628,285,15,6,3
1354830001,18,1600,0.488806,0.250000,2,0,3,880,400,15,6,3
1354830019,20,1760,0.527509,0.250000,1,0,0,968,440,15,6,3
1354830040,12,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830052,22,1860,0.558287,0.250000,1,6,0,1023,465,15,6,3
1354830075,13,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830088,17,1398,0.487182,0.250000,2,0,6,768,349,15,6,3
1354830106,12,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354830118,18,1440,0.460461,0.250000,0,0,3,792,360,15,6,3
1354830137,20,1760,0.526146,0.250000,1,2,0,968,440,15,6,3
1354830158,9,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830167,11,1600,0.500181,0.250000,0,2,0,880,400,15,6,3
1354830178,15,1280,0.458466,0.250000,0,0,6,704,320,15,6,3
1354830194,22,1731,0.587366,0.250000,2,0,3,952,432,15,6,3
1354830216,18,1440,0.492822,0.250000,0,0,3,792,360,15,6,3
1354830234,13,1440,0.450391,0.250000,0,0,3,792,360,15,6,3
1354830248,13,1768,0.518845,0.250000,2,0,0,972,442,15,6,3
1354830261,17,1440,0.486364,0.250000,0,2,3,792,360,15,6,3
1354830279,17,1760,0.505975,0.250000,0,2,0,968,440,15,6,3
1354830296,15,1600,0.502681,0.250000,1,0,3,880,400,15,6,3
1354830312,22,1816,0.550808,0.250000,2,2,0,998,454,15,6,3
1354830335,14,1920,0.539762,0.250000,1,0,0,1056,480,15,6,3
1354830349,17,1600,0.474119,0.250000,1,4,3,880,400,15,6,3
1354830367,17,1440,0.469002,0.250000,0,2,3,792,360,15,6,3
1354830385,16,1280,0.472917,0.250000,0,0,6,704,320,15,6,3
1354830401,14,1280,0.451591,0.250000,0,0,6,704,320,15,6,3
1354830416,19,1600,0.500181,0.250000,0,4,0,880,400,15,6,3
1354830435,16,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830451,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830463,11,1600,0.500181,0.250000,0,0,0,880,400,15,6,3
1354830474,19,1787,0.547792,0.250000,2,0,0,982,446,15,6,3
